path,type,reason,likely_use,confidence
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/datadog.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/dataforseo.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/deepgram.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/deepinfra.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/deepseek.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/elevenlabs.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/exa_ai.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/fal_ai.jpg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/fireworks.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/google.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/google_pse.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/groq.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/guardrails_ai.jpeg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/infinity.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/javelin.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/jina.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/lago.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/lakeraai.jpeg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/langfuse.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/langgraph.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/langsmith.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/lasso.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/litellm.jpg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/litellm_logo.jpg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/llm_guard.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/mcp_logo.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/microsoft_azure.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/milvus.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/minimax.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/mistral.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/noma_security.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/nvidia_triton.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/ollama.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/openai_small.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/openmeter.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/openrouter.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/oracle.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/otel.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/palo_alto_networks.jpeg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/pangea.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/parallel_ai.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/perplexity-ai.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/perplexity.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/pillar.jpeg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/postgresql.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/presidio.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/prompt_security.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/pydantic.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/qwen.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/runway.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/s3_vector.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/sambanova.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/sap.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/search1api.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/secret_detect.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/snowflake.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/tavily.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/togetherai.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/vllm.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/volcengine.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/voyage.webp,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/xai.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/_experimental/out/assets/logos/zscaler.svg,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
.venv/lib/python3.11/site-packages/litellm/proxy/swagger/swagger-ui-bundle.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
assets/images/schemas_preview_A_light.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
assets/images/schemas_preview_B_dark.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
assets/images/scorecard_A_compact_light.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
assets/images/scorecard_B_compact_dark.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
assets/images/scorecard_C_detailed_light.png,visual_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
assets/ontology_explorer.html,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
build/RheaApp-b30.xcarchive/Products/Applications/RheaApp.app/RheaKit_RheaKit.bundle/3Dmol-min.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/restore/1/docscreatewithplaycomenarticlesgetting-started-14470916151957/en/articles/implement-sdk#assets/index.html,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
docs/restore/1/docscreatewithplaycomenarticlesgetting-started-14470916151957/en/articles/import-figma-assets/index.html,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
docs/restore/1/docscreatewithplaycomenarticlesgetting-started-14470916151957/en/articles/manage-assets#manage-assets/index.html,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
docs/restore/1/docscreatewithplaycomenarticlesgetting-started-14470916151957/en/articles/manage-assets#upload-assets/index.html,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
docs/restore/1/docscreatewithplaycomenarticlesgetting-started-14470916151957/en/articles/manage-assets/index.html,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
docs/restore/2/docscreatewithplaycom-14470916153341/en/articles/import-figma-assets/index.html,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
docs/restore/2/docscreatewithplaycom-14470916153341/en/articles/manage-assets/index.html,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
docs/restore/2/docscreatewithplaycom-14470916153636/en/articles/import-figma-assets/index.html,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
docs/restore/2/docscreatewithplaycom-14470916153636/en/articles/manage-assets/index.html,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.80
docs/rheakit-docs/node_modules/@algolia/ingestion/dist/src/ingestionClient.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/monitoring/dist/builds/browser.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/monitoring/dist/builds/browser.min.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/monitoring/dist/builds/browser.umd.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/monitoring/dist/builds/fetch.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/monitoring/dist/builds/node.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/monitoring/dist/builds/worker.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/monitoring/dist/src/monitoringClient.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/recommend/dist/builds/browser.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/recommend/dist/builds/browser.min.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/recommend/dist/builds/browser.umd.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/recommend/dist/builds/fetch.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/recommend/dist/builds/node.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/recommend/dist/builds/worker.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/recommend/dist/src/recommendClient.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/requester-browser-xhr/dist/requester.xhr.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/requester-browser-xhr/dist/requester.xhr.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/requester-fetch/dist/requester.fetch.browser.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/requester-fetch/dist/requester.fetch.browser.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/requester-fetch/dist/requester.fetch.node.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/requester-fetch/dist/requester.fetch.node.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/requester-node-http/dist/requester.http.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@algolia/requester-node-http/dist/requester.http.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/@csstools/selector-specificity/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/parser.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/processor.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/attribute.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/className.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/combinator.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/comment.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/constructors.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/container.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/guards.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/id.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/namespace.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/nesting.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/node.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/pseudo.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/root.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/selector.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/string.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/tag.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/types.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/selectors/universal.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/sortAscending.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/tokenTypes.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/tokenize.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/util/ensureObject.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/util/getProp.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/util/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/util/stripComments.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-cascade-layers/node_modules/postcss-selector-parser/dist/util/unesc.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-content-alt-text/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-contrast-color-function/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-exponential-functions/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-font-format-keywords/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-gamut-mapping/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
