"Title","URL","Description","h1 headings","h2 headings","h3 headings","h4 headings","Title length","Description length","Response time","Content","Link count","Word count","Possible duplicates","Internal backlinks","Last modified","Robots","Canonical","Image count","Image weight","Depth","Internal links","External links","Redirects to here"
"Updating Play for iOS  - Createwithplay","https://docs.createwithplay.com/en/articles/updating-i-os","","Updating Play for iOS","","","","39","0","0.54746 s","298kb","25","166","","23","","","https://docs.createwithplay.com/en/articles/updating-i-os","7","15kb","1","84","0","0"
"Timer - Createwithplay","https://docs.createwithplay.com/en/articles/timer","A helper that fires every X seconds.","Timer","Overview, Timer Properties","Interval, Repetitions, Fires Immediately","","22","36","0.56400 s","309kb","28","237","","13","","","https://docs.createwithplay.com/en/articles/timer","7","15kb","1","86","0","0"
"Variables - Createwithplay","https://docs.createwithplay.com/en/articles/variables","","Variables","Overview, Creating a Variable, Using a Variable","Variable Scope, Variable Properties, Set Variable, Set Array, Using Variables as Values, Variables in Expressions and Conditions","","26","0","0.80797 s","394kb","35","1177","","296","","","https://docs.createwithplay.com/en/articles/variables","7","15kb","1","94","0","0"
"Actions - Createwithplay","https://docs.createwithplay.com/en/articles/actions","Actions are responses to a fired trigger.","Actions","Overview","","","24","41","0.87209 s","345kb","100","462","","88","","","https://docs.createwithplay.com/en/articles/actions","7","15kb","1","158","0","0"
"Share App Clip - Createwithplay","https://docs.createwithplay.com/en/articles/share-app-clip","Share Play prototypes natively with App Clips.","Share App Clip","Overview, Generate an App Clip Link","From the Lobby, From the Editor","","31","46","0.48250 s","318kb","25","475","","4","","noindex","https://docs.createwithplay.com/en/articles/share-app-clip","7","15kb","1","84","0","0"
"SwiftUI Code & Play to Xcode - Createwithplay","https://docs.createwithplay.com/en/collections/swiftui-code-play-to-xcode","","SwiftUI Code & Play to Xcode","The Code Panel, The Difference Between Play to Xcode and Play's Code Panel, Exporting your Play Project to Xcode, Implementing your Play Project in Xcode, Updating your Swift Package from Play","","","45","0","0.86207 s","299kb","29","147","","3","","","https://docs.createwithplay.com/en/collections/swiftui-code-play-to-xcode","7","15kb","1","87","0","0"
"Activity Indicator - Createwithplay","https://docs.createwithplay.com/en/articles/activity-indicator","A native element that communicates loading.","Activity Indicator","Overview, Properties, Resources, Set Activity Indicator Action","Style, Color, Start Animating, Hides When Stopped","","35","43","0.61891 s","371kb","56","385","","33","","","https://docs.createwithplay.com/en/articles/activity-indicator","7","15kb","2","115","0","0"
"AI View - Createwithplay","https://docs.createwithplay.com/en/articles/ai-view","","AI View","Overview, Generate AI View, Edit AI View, Connect AI View to Play Prototype","","","24","0","0.49518 s","342kb","54","517","","34","","","https://docs.createwithplay.com/en/articles/ai-view","7","15kb","2","113","0","0"
"Alert - Createwithplay","https://docs.createwithplay.com/en/articles/alert-trigger","A single trigger that creates a native alert.","Alert","Overview, Trigger Properties","Title, Message, Preferred Style, Build on Load","","22","45","0.86195 s","327kb","55","335","","45","","","https://docs.createwithplay.com/en/articles/alert-trigger","7","15kb","2","113","0","0"
"Audio Overview - Createwithplay","https://docs.createwithplay.com/en/articles/audio","Play’s Audio support lets you upload audio files into your projects and use them in your prototypes. Audio files don’t have an element type like images or videos that you need to add to the page as an object. Instead, audio files live in your project’s asset library and can be targeted using audio actions.","Audio Overview","Play and Pause, Fast Forward or Rewind, Track the Audio’s Progress, Restart and Skip Songs, Speed up or slow down, Control the Volume, Repeat a sound effect, Balance Audio between Earbuds","Sync a Waveform with an Audio File, Scrubbing forward and back, Label the Current Time, Label the Total Length, Control the Volume with a Slider, Mute the Volume","","31","307","0.41579 s","346kb","21","1239","","268","","","https://docs.createwithplay.com/en/articles/audio","7","15kb","2","79","0","0"
"Audio Waveform - Createwithplay","https://docs.createwithplay.com/en/articles/audio-waveform","An element that visualizes audio.","Audio Waveform","Overview, Properties, Resources, Waveform / Toggle Live Action, Waveform / Set Input Action, Set Audio Action, Set Audio Volume Action, Set Audio Mute Action, Audio Waveform Template, Music Multi-Track Project","Input, Mode, Listen on Start, Spectrum, Alignment, Style, Default Style Options, Bar Style Options, Curved Style Options","","31","33","0.85030 s","380kb","62","813","","34","","","https://docs.createwithplay.com/en/articles/audio-waveform","7","15kb","2","121","0","0"
"Blur - Createwithplay","https://docs.createwithplay.com/en/articles/blur","","Blur","Overview, Material, Progressive Blur, Layer Blur","Blur Effect, Foreground, Appearance, Radius, Intensity Map, Invert, Radius","","21","0","0.42754 s","355kb","28","657","","28","","","https://docs.createwithplay.com/en/articles/blur","7","15kb","2","87","0","0"
"Camera - Createwithplay","https://docs.createwithplay.com/en/articles/camera","An native element that uses the device's camera.","Camera","Overview, Properties, Resources, Capture Action, Set Preview Action, Set Lens Action, Apple Developer Documentation for Camera Views","Mode, Lens, Digital Zoom, Content Mode, Quality, FPS, Show Preview, Pinch to Zoom","","23","48","0.69241 s","348kb","58","464","","35","","","https://docs.createwithplay.com/en/articles/camera","7","15kb","2","116","0","0"
"Chart - Createwithplay","https://docs.createwithplay.com/en/articles/chart","A native element that displays data.","Chart","Overview, Properties, Resources, Apple Human Interface Guidelines for Charts, Apple Developer Documentation for Charts","Type, Interpolation, Shape, Count, Noise, Series, Stacking, Legend, Axes, Series 1, 2, 3","Position, Alignment, Categories, Gap","22","36","0.76898 s","368kb","55","701","","32","","","https://docs.createwithplay.com/en/articles/chart","7","15kb","2","114","0","0"
"Instances - Createwithplay","https://docs.createwithplay.com/en/articles/component-instances","","Instances","Overview, Instance Overrides, Reset All Overrides, Push All Overrides, Detaching an Instance","","","26","0","0.50946 s","327kb","28","549","","50","","","https://docs.createwithplay.com/en/articles/component-instances","7","15kb","2","87","0","0"
"Color Well - Createwithplay","https://docs.createwithplay.com/en/articles/color-well","A native element that selects a color.","Color Well","Overview, Properties, Expression Editor Properties, Resources, Color Picker Event, Apple Human Interface Guidelines for Color Wells, Apple Developer Documentation for Color Wells","Title, Color","","27","38","0.53287 s","342kb","56","281","","32","","","https://docs.createwithplay.com/en/articles/color-well","7","15kb","2","115","0","0"
"Color Properties - Createwithplay","https://docs.createwithplay.com/en/articles/color-properties","Expression Editor values for colors' properties.","Color Properties","Overview, Accessing Color Properties, Color Properties","Get Alpha, Get Blue, Get Brightness, Get Green, Get HEX, Get Hue, Get Lightness, Get Red, Get Saturation, Set Alpha, Set Blue, Set Brightness, Set Green, Set HSB, Set HSL, Set HEX, Set Hue, Set Lightness, Set RGBA, Set Red, Set Saturation, To HSB, To HSL, To RGB","","33","48","0.72482 s","504kb","26","665","","95","","","https://docs.createwithplay.com/en/articles/color-properties","7","15kb","2","84","0","0"
"States - Createwithplay","https://docs.createwithplay.com/en/articles/component-states","","States","Overview, Adding a State, Managing States, Deleting States","From the Main Component, From a Component Instance, From the Main Component Editor, From the Canvas","","23","0","0.46101 s","326kb","29","561","","50","","","https://docs.createwithplay.com/en/articles/component-states","7","15kb","2","88","0","0"
"Color Styles - Createwithplay","https://docs.createwithplay.com/en/articles/color-styles","","Color Styles","Overview","Creating Dark and Light Mode Color Styles, Using Dark and Light Mode Color Styles","","29","0","0.66656 s","326kb","29","604","","51","","","https://docs.createwithplay.com/en/articles/color-styles","7","15kb","2","88","0","0"
"Context Menu - Createwithplay","https://docs.createwithplay.com/en/articles/context-menu-trigger","A trigger that opens a native menu on long press.","Context Menu","Overview, Trigger Properties","Title, Subtitle, Element Size, Display, Destructive, Single Selection, Preview, Build on Load","","29","49","0.59313 s","344kb","53","615","","42","","","https://docs.createwithplay.com/en/articles/context-menu-trigger","7","15kb","2","111","0","0"
"Date Picker - Createwithplay","https://docs.createwithplay.com/en/articles/date-picker","A native element that selects a date or time.","Date Picker","Overview, Properties, Expression Editor Properties, Resources, Date Picker Event, Date Picker Project, Apple Human Interface Guidelines for Pickers & Date Pickers, Apple Developer Documentation for Date Pickers","Mode, Style, Tint Color, Value, Day, Month, Year, Hour, Minute, Second","","28","45","0.54805 s","497kb","56","837","","32","","","https://docs.createwithplay.com/en/articles/date-picker","7","15kb","2","115","0","0"
"Dismiss Keyboard - Createwithplay","https://docs.createwithplay.com/en/articles/dismiss-keyboard-action","An action that dismisses an open native keyboard.","Dismiss Keyboard","Overview, Action Properties","Delay","","33","49","0.48455 s","343kb","99","368","","82","","","https://docs.createwithplay.com/en/articles/dismiss-keyboard-action","7","15kb","2","157","0","0"
"Easing Curves - Createwithplay","https://docs.createwithplay.com/en/articles/easing-curves","Control the speed and animation of actions","Easing Curves","Overview, Types of Easing Curves","Linear, Ease In, Ease Out, Ease In & Out, Custom (Cubic Bezier), Spring, Custom (Spring)","","30","42","0.63069 s","398kb","98","650","","82","","","https://docs.createwithplay.com/en/articles/easing-curves","7","15kb","2","157","0","0"
"Dismiss Sheet - Createwithplay","https://docs.createwithplay.com/en/articles/dismiss-sheet-action","An action that closes a native sheet.","Dismiss Sheet","Overview, Action Properties","Animate, Close All Sheets","","30","37","0.85690 s","346kb","99","403","","84","","","https://docs.createwithplay.com/en/articles/dismiss-sheet-action","7","15kb","2","157","0","0"
"Elements - Createwithplay","https://docs.createwithplay.com/en/articles/elements","","Elements","Overview, Adding an Element, Managing Elements","","","25","0","0.80986 s","319kb","31","523","","53","","","https://docs.createwithplay.com/en/articles/elements","7","15kb","2","90","0","0"
"Expression Editor - Createwithplay","https://docs.createwithplay.com/en/articles/expression-editor","","Expression Editor","Expression Output, Using the Expression Editor","Number Output, String Output, Boolean Output","","34","0","0.43413 s","353kb","31","562","","116","","","https://docs.createwithplay.com/en/articles/expression-editor","7","15kb","2","90","0","0"
"Equations - Createwithplay","https://docs.createwithplay.com/en/articles/equations","","Equations","","","","26","0","0.79087 s","307kb","26","207","","96","","","https://docs.createwithplay.com/en/articles/equations","7","15kb","2","84","0","0"
"Event - Createwithplay","https://docs.createwithplay.com/en/articles/event-trigger","A single trigger that fires when an event occurs.","Event","Overview, Trigger Properties","Type, Location Event Properties, Is Enabled","Event, Event, Variable, Event, Event, Event, Event, Event","22","49","0.83803 s","372kb","56","777","","44","","","https://docs.createwithplay.com/en/articles/event-trigger","7","15kb","2","114","0","0"
"Events Panel - Createwithplay","https://docs.createwithplay.com/en/articles/events-panel","Define events for custom event interactions.","Events Panel","Overview, Create an Event, Edit an Event","","","29","44","0.79110 s","307kb","30","392","","24","","","https://docs.createwithplay.com/en/articles/events-panel","7","15kb","2","88","0","0"
"External Data - Createwithplay","https://docs.createwithplay.com/en/articles/external-data","Pull in external data from an API or JSON file.","External Data","Overview, Loading your API or JSON File, Accessing the Response, Displaying a Value","Saving the Response as a Dictionary Variable, Displaying Multiple Values","","30","47","0.81951 s","424kb","26","1019","","268","","","https://docs.createwithplay.com/en/articles/external-data","7","15kb","2","85","0","0"
"Gradient Styles - Createwithplay","https://docs.createwithplay.com/en/articles/gradient-styles","","Gradient Styles","Overview, Gradient Styles in macOS, Gradient Styles in iOS","Adding Colors Along Your Gradient, Choosing the Gradient Type, Angle & Spread","","32","0","0.69421 s","322kb","28","491","","49","","","https://docs.createwithplay.com/en/articles/gradient-styles","7","15kb","2","87","0","0"
"Image - Createwithplay","https://docs.createwithplay.com/en/articles/image","An element that displays an image.","Image","Overview, Properties, Resources, Image Event Trigger, Set Image Action","Image, Content Mode, Rendering Mode, Tint Adjustment Mode, Tint, Fade In On Load","","22","34","0.84569 s","389kb","57","591","","35","","","https://docs.createwithplay.com/en/articles/image","7","15kb","2","116","0","0"
"Layers - Createwithplay","https://docs.createwithplay.com/en/articles/layers-panel","","Layers","Overview, The Layers Panel","Filtering the Layers Panel, Isolating a Selection","","23","0","0.64767 s","324kb","31","429","","26","","","https://docs.createwithplay.com/en/articles/layers-panel","7","15kb","2","90","0","0"
"Layer Blur - Createwithplay","https://docs.createwithplay.com/en/articles/layer-blur-action","An action that adjusts the blur on a layer.","Layer Blur","Overview, Action Properties","Target, Value, Animate","","27","43","0.75273 s","350kb","100","456","","82","","","https://docs.createwithplay.com/en/articles/layer-blur-action","7","15kb","2","158","0","0"
"Liquid Glass in Play - Createwithplay","https://docs.createwithplay.com/en/articles/liquid-glass","Using iOS26 features in Play.","Liquid Glass in Play","Overview, What’s Different in Play’s iOS 26?","Glass Effect, Glass Container, Scroll Edge Effect, Updated Nav Bar & Tab Bar, Updated UI Elements, New SF Symbols & Draw In/Out Effect, Concentric Corners","","37","29","0.70902 s","358kb","33","809","","47","","","https://docs.createwithplay.com/en/articles/liquid-glass","7","15kb","2","92","0","0"
"Layout - Createwithplay","https://docs.createwithplay.com/en/articles/layout-panel","","Layout","Overview, Width & Height, Scale, Padding & Margin, 3D Transform, Clip To Bounds, User Interaction","Fill, Auto","","23","0","0.83405 s","326kb","29","669","","25","","","https://docs.createwithplay.com/en/articles/layout-panel","7","15kb","2","88","0","0"
"Navigation Bar - Createwithplay","https://docs.createwithplay.com/en/articles/nav-bar","","Navigation Bar","Overview, Add a Navigation Bar, Navigation Bar Properties, Managing Navigation Bar Items, Navigation Bar Visibility, Navigation Bar Interactions","macOS, iOS, Bar Style, Hide Nav Bar, Left & Right Bar Items, Prompt, Content Inset, Enable Back, Show Title On Subpage, Large Title Style, Small Title Style, Default Appearance, Scrolled Appearance","Blur Effect, Shadow, Tint, Bar Fill, Title Fill","31","0","0.57456 s","407kb","32","1249","","50","","","https://docs.createwithplay.com/en/articles/nav-bar","7","15kb","2","91","0","0"
"Menu - Createwithplay","https://docs.createwithplay.com/en/articles/menu-action","An action that adds a menu item to a native menu.","Menu","Overview, Action Properties","Title, Subtitle, Image, Tint Color, State, Destructive, Disabled, Hidden, Keeps Menu Presented","","21","49","0.81590 s","364kb","102","568","","86","","","https://docs.createwithplay.com/en/articles/menu-action","7","15kb","2","160","0","0"
"Open Library - Createwithplay","https://docs.createwithplay.com/en/articles/open-library-action","An action that opens the device's photo library.","Open Library","Overview, Action Properties, Resources, Access Photo Library Template","Output, Allow Editing","","29","48","0.45577 s","350kb","99","381","","82","","","https://docs.createwithplay.com/en/articles/open-library-action","7","15kb","2","157","0","0"
"Object Properties - Createwithplay","https://docs.createwithplay.com/en/articles/object-properties","Expression Editor values for objects' properties.","Object Properties","Overview, Accessing Object Properties, Selection Helpers, Object Properties","Appearance, Background Color, Border Bottom Left Radius, Border Bottom Right Radius, Border Top Left Radius, Border Top Right Radius, Child Count, Current State, Height, Index, is Decelerating, is Hidden, is Scroll Animating, is Scroll Enabled, is Zoom Enabled, Layer Blur, Margin Bottom, Margin Left, Margin Right, Margin Top, Max X, Max Y, Max Zoom Scale, Mid X, Mid Y, Min X, Min Y, Min Zoom Scale, Offset X, Offset Y, Opacity, Origin X, Origin Y, Padding Bottom, Padding Left, Padding Right, Padding Top, Parent, Parent X, Parent Y, Percent Scrolled X, Percent Scrolled Y, Pin Type, Position, Progressive Blur, Radius, Rotation X, Rotation Y, Rotation Z, Scale, Scale X, Scale Y, Screen X, Screen Y, Scroll Index X, Scroll Index Y, Scroll X, Scroll Y, Self, Stack Axis, Stack Gap, Translate X, Translate Y, Translate Z, Visible Count, Visible Index, Width, Z Index, Zoom Scale","","34","49","0.54884 s","893kb","27","1501","","120","","","https://docs.createwithplay.com/en/articles/object-properties","7","15kb","2","86","0","0"
"Open Page - Createwithplay","https://docs.createwithplay.com/en/articles/open-page-action","An action that navigates a user to a new page.","Open Page","Overview, Action Properties, Custom Style Properties, Resources, New to Play? Start here!, Learn Interactions 2.0","Page, Style, Transition, Zoom Target, Animation, Move In From, Load on Root Level, Animate","","26","46","0.69557 s","380kb","99","828","","84","","","https://docs.createwithplay.com/en/articles/open-page-action","7","15kb","2","157","0","0"
"Page Loader - Createwithplay","https://docs.createwithplay.com/en/articles/page-loader","An element that loads in another page.","Page Loader","Overview, Properties, Resources, Page Loader Event, Set Page Loader","Page","","28","38","0.47805 s","323kb","57","237","","34","","","https://docs.createwithplay.com/en/articles/page-loader","7","15kb","2","115","0","0"
"Open Sheet - Createwithplay","https://docs.createwithplay.com/en/articles/open-sheet-action","An action that opens a page as a native sheet.","Open Sheet","Overview, Action Properties, Resources, Bottom Drawer Template, Open Sheet Template","Page, Style, Detents, Start Detent, Corner Radius, Grabber, Prevent Dismissal, Always Scrollable, Interaction Beneath","","27","46","0.63490 s","375kb","100","660","","84","","","https://docs.createwithplay.com/en/articles/open-sheet-action","7","15kb","2","158","0","0"
"Picker - Createwithplay","https://docs.createwithplay.com/en/articles/picker","A native element that selects a value.","Picker","Overview, Properties, Resources, Picker Event Trigger, Apple Human Interface Guidelines for Pickers, Apple Developer Documentation for Pickers","Column 1, 2, 3","","23","38","0.42978 s","355kb","56","316","","33","","","https://docs.createwithplay.com/en/articles/picker","7","15kb","2","115","0","0"
"Animate Into View - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-animate-into-view","A prefab that animates an object into view.","Animate Into View","Overview, Prefab Controls","Scale, Opacity, Blur, Translate Y, Delay, Duration, Spring, Trigger Window","","34","43","0.54197 s","329kb","24","281","","8","","","https://docs.createwithplay.com/en/articles/prefab-animate-into-view","7","15kb","2","82","0","0"
"Play AI - Createwithplay","https://docs.createwithplay.com/en/articles/play-ai","","Play AI","Overview, Play AI Panel, Commands","Availability, Add Context, Best Practices, Generate, Design, Effect, Interaction, Prefab, Select, Command, Text, Image, Rename, Learn","","24","0","0.85403 s","351kb","31","904","","24","","","https://docs.createwithplay.com/en/articles/play-ai","7","15kb","2","89","0","0"
"Position - Createwithplay","https://docs.createwithplay.com/en/articles/position-panel","","Position","Overview, Pin To, Pin To Page, Offset X & Y, Z Depth","","","25","0","0.79077 s","311kb","28","360","","25","","","https://docs.createwithplay.com/en/articles/position-panel","7","15kb","2","87","0","0"
"Card Flip - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-card-flip","A prefab that flips a card.","Card Flip","Overview, Controls","Front, Back, Haptic, Duration","","26","27","0.40156 s","323kb","30","254","","14","","","https://docs.createwithplay.com/en/articles/prefab-card-flip","7","15kb","2","88","0","0"
"Blend Color Children - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-blend-color-children","","Blend Color Children","Overview, Controls","Color A, Color B","","37","0","0.62494 s","314kb","25","227","","9","","","https://docs.createwithplay.com/en/articles/prefab-blend-color-children","7","15kb","2","83","0","0"
"Bottom Drawer - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-bottom-drawer","A prefab that creates a bottom drawer.","Bottom Drawer","Overview, Controls","Target, Open Position, Closed Position, Snap to Position","","30","38","0.56874 s","323kb","30","261","","14","","","https://docs.createwithplay.com/en/articles/prefab-bottom-drawer","7","15kb","2","88","0","0"
"Get Image Colors - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-get-image-colors","","Get Image Colors","Overview, Controls, Using Get Image Colors Prefabs","","","33","0","0.40668 s","325kb","25","226","","9","","","https://docs.createwithplay.com/en/articles/prefab-get-image-colors","7","15kb","2","83","0","0"
"Circular Grid - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-circular-grid","A prefab that lays out objects in a circle.","Circular Grid","Overview, Controls","Start, End, Radius","","30","43","0.85883 s","324kb","27","221","","11","","","https://docs.createwithplay.com/en/articles/prefab-circular-grid","7","15kb","2","86","0","0"
"Elastic Header - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-elastic-header","A prefab that stretches a header.","Elastic Header","Overview, Controls, Resources, Elastic Header","Header, Stretch","","31","33","0.72449 s","323kb","30","231","","14","","","https://docs.createwithplay.com/en/articles/prefab-elastic-header","7","15kb","2","88","0","0"
"Drag & Drop List - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-drag-and-drop-list","A prefab that allows users to rearrange list.","Drag & Drop List","Overview, Prefab Controls, Resources","Scale, Opacity, Duration, Spring, Touch Delay, Projects:","","33","45","0.86618 s","328kb","26","287","","10","","","https://docs.createwithplay.com/en/articles/prefab-drag-and-drop-list","7","15kb","2","84","0","0"
"Hide Header on Scroll - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-hide-header-on-scroll","A prefab that hides a header.","Hide Header on Scroll","Overview, Controls, Resources, Hide Header","Header, Opacity, Offset Y, Duration","","38","29","0.49237 s","328kb","30","275","","14","","","https://docs.createwithplay.com/en/articles/prefab-hide-header-on-scroll","7","15kb","2","88","0","0"
"Grid (Fill Width) - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-grid-fill-width","A prefab that stretches objects in a grid.","Grid (Fill Width)","Overview, Controls","Columns, Spacing, Auto Height","","34","42","0.63043 s","319kb","27","224","","11","","","https://docs.createwithplay.com/en/articles/prefab-grid-fill-width","7","15kb","2","85","0","0"
"Grid - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-grid","A prefab that lays out objects in a grid.","Grid","Overview, Controls","Columns, Spacing, Auto Height","","21","41","0.84209 s","319kb","27","218","","11","","","https://docs.createwithplay.com/en/articles/prefab-grid","7","15kb","2","85","0","0"
"NYTimes API - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-nytimes-api","A prefab that loads the NYT Top Stories.","NYTimes API","Overview, Prefab Controls, Get API Data, Populate Data, Resources, NYTimes API Learn Project","Fetch Onload, API Key, API Loading, API Response, API Error, Spinner","","28","40","0.42889 s","359kb","27","515","","11","","","https://docs.createwithplay.com/en/articles/prefab-nytimes-api","7","15kb","2","86","0","0"
"Make Draggable - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-make-draggable","A prefab that moves an object with your finger.","Make Draggable","Overview, Prefab Controls, Resources","Drag X, Drag Y, Delay, Haptics, Projects:","","31","47","0.86364 s","326kb","26","271","","11","","","https://docs.createwithplay.com/en/articles/prefab-make-draggable","7","15kb","2","84","0","0"
"Scroll Progress Bar - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-scroll-progress-bar","A prefab that create a progress bar on scroll.","Scroll Progress Bar","Overview, Controls, Resources, Hide Header","Progress Bar, Fill Direction","","36","46","0.70138 s","329kb","30","248","","14","","","https://docs.createwithplay.com/en/articles/prefab-scroll-progress-bar","7","15kb","2","89","0","0"
"Pexels API - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-pexels-api","A prefab that loads the Pexels videos.","Pexels API","Overview, Controls, Populate Data","Fetch Onload, Search Keyword, Image Pool, API Key, API Loading, API Response, API Error, Spinner","","27","38","0.75183 s","334kb","27","397","","11","","","https://docs.createwithplay.com/en/articles/prefab-pexels-api","7","15kb","2","85","0","0"
"OpenAI API - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-openai-api","A prefab that uses OpenAI to respond to a prompt.","OpenAI API","Overview, Prefab Controls, Get API Data, Populate Data, Resources, OpenAI Chat Learn Project, OpenAI Generate Image Learn Project","Fetch Onload, Prompt, API Key, Model, Role, Remember Context, API Loading, API Response, API Error, Spinner, Textfield Input, Speech Input","","27","49","0.87720 s","391kb","28","736","","11","","","https://docs.createwithplay.com/en/articles/prefab-openai-api","7","15kb","2","87","0","0"
"Selection Menu - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-selection-menu","A prefab that creates a native selection menu.","Selection Menu","Overview, Controls","Title, Items, Selected Index, Keep Menu Open, Action","","31","46","0.49091 s","321kb","22","259","","6","","","https://docs.createwithplay.com/en/articles/prefab-selection-menu","7","15kb","2","80","0","0"
"Stack & Unstack - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-stack-and-unstack","A prefab that stacks a group of objects.","Stack & Unstack","Overview, Controls, Resources, Stack List","Overlap, Blur, Opacity, Scale, Stack On Load, Invert, Random Unstack, Stagger, Duration, Spring","","32","40","0.60357 s","339kb","23","414","","7","","","https://docs.createwithplay.com/en/articles/prefab-stack-and-unstack","7","15kb","2","81","0","0"
"Text Contrast (Hue) - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-text-contrast-hue","","Text Contrast (Hue)","Overview, Controls","Contrast Ratio, Min Brightness, BG Container","","36","0","0.77354 s","319kb","25","303","","9","","","https://docs.createwithplay.com/en/articles/prefab-text-contrast-hue","7","15kb","2","83","0","0"
