"Title","URL","Description","h1 headings","h2 headings","h3 headings","h4 headings","Title length","Description length","Response time","Content","Link count","Word count","Possible duplicates","Internal backlinks","Last modified","Robots","Canonical","Image count","Image weight","Depth","Internal links","External links","Redirects to here"
"Keyboard Shortcuts - Createwithplay","https://docs.createwithplay.com/en/articles/keyboard-shortcuts","Keyboard shortcuts can increase your efficiency while designing. Our keyboard shortcuts are available on Play for macOS.","Keyboard Shortcuts","Lobby Shortcuts, Editor Shortcuts","Page, Tab, and Window Shortcuts, Mode Shortcuts, UI Shortcuts, Tab Shortcuts, Copy Shortcuts, Grouping Shortcuts, Zoom Shortcuts, Add Panel Shortcuts, Left Panel Shortcuts, Data Editing Shortcuts, Order Shortcuts, Layers Panel Shortcuts, Selection Shortcuts, Interaction UX Shortcuts","","35","120","0.44248 s","363kb","26","743","","24","","","https://docs.createwithplay.com/en/articles/keyboard-shortcuts","7","15kb","1","84","0","0"
"Import Figma Styles - Createwithplay","https://docs.createwithplay.com/en/articles/import-figma-design-system","","Import Figma Styles","Overview, Figma Plugin, Upload to Play","","","36","0","0.72727 s","323kb","26","318","","24","","","https://docs.createwithplay.com/en/articles/import-figma-design-system","7","15kb","1","54","0","0"
"Import Figma Assets - Createwithplay","https://docs.createwithplay.com/en/articles/import-figma-assets","Best practices for importing Figma images and SVGs into Play.","Import Figma Assets","Overview, Images, SVGs","Rectangles, Frames, Cropping and Masks, Why are SVGs in Play sometimes blurry?","","36","61","0.85962 s","345kb","26","474","","26","","","https://docs.createwithplay.com/en/articles/import-figma-assets","7","15kb","1","61","0","0"
"Import Figma - Createwithplay","https://docs.createwithplay.com/en/articles/import-figma","","Import Figma","Overview, Authorizing Figma within Play, Importing Designs from Figma, Considerations, Questions or Comments","The Golden Rules, Importing Assets from Figma, Importing Text from Figma, Importing UI from Figma, General Best Practices, Troubleshooting, Coming soon!","","29","0","0.79905 s","355kb","29","814","","25","","","https://docs.createwithplay.com/en/articles/import-figma","7","15kb","1","57","0","0"
"Play · Design and ship mobile apps with the power of iOS & SwiftUI","https://createwithplay.com/","Play is a collaborative tool that lets you design, prototype, and ship your apps. Use real native elements & materials, Apple's native gestures & Core Animation, and ship directly to Xcode.","Design, prototype, & ship with the power of Play AI., Design in Play or import from Figma., Tired of prototypes that don't feel real?, Frictionless sharing with Apple App Clips., Export your project in Play to Xcode., Design with the real Liquid Glass in Play.","Don't be limited by your traditional design tools.","","","66","189","0.47014 s","494kb","30","795","","371","1447-09-13","","https://createwithplay.com/","0","0kb","1","30","0","0"
"Billing & Payments - Createwithplay","https://docs.createwithplay.com/en/articles/billing-payment","","Billing & Payments","Overview, Play's Web Dashboard, Canceling Plans, View Invoices","","","35","0","0.51650 s","308kb","26","251","","24","","","https://docs.createwithplay.com/en/articles/billing-payment","7","15kb","1","78","0","0"
"Teams and Managing Members - Createwithplay","https://docs.createwithplay.com/en/articles/teams-and-members","Description of your new file.","Teams and Managing Members","Overview, Remove a Team Member","","","43","29","0.64380 s","306kb","26","286","","28","","","https://docs.createwithplay.com/en/articles/teams-and-members","7","15kb","1","80","0","0"
"VPN Exemptions - Createwithplay","https://docs.createwithplay.com/en/articles/vpn-exemptions","Considerations for SSL-Pinned application compatibility with VPN clients.","VPN Exemptions","Overview, Exempting Domains in ZScaler, Detailed Directions Here, Exempting Domains in Palo Alto GlobalProtect, Detailed Directions Here, Exempting Domains in Cisco AnyConnect with Umbrella, Exempting Domains in NordVPN, Exempting Domains in SurfShark, Exempting Domains in Norton Secure VPN, Conclusion","","","31","73","0.87324 s","394kb","62","692","","24","","","https://docs.createwithplay.com/en/articles/vpn-exemptions","7","15kb","1","116","0","0"
"Actions - Createwithplay","https://docs.createwithplay.com/en/articles/actions","Actions are responses to a fired trigger.","Actions","Overview","","","24","41","0.89163 s","347kb","100","462","","88","","","https://docs.createwithplay.com/en/articles/actions","7","15kb","1","135","0","0"
"Connection Troubleshooting - Createwithplay","https://docs.createwithplay.com/en/articles/connection-troubleshooting","Unfortunately, software can sometimes be finicky. We've highlighted some common issues with Play and some potential fixes you can try yourself before reaching out to a member of our team (support@createwithplay.com).","Connection Troubleshooting","Internet Connection Issues, VPNs, Firewalls, Unsubscribed, Unknown Issues","","","43","216","1.27149 s","330kb","33","494","","24","","","https://docs.createwithplay.com/en/articles/connection-troubleshooting","7","15kb","1","91","0","0"
"Timer - Createwithplay","https://docs.createwithplay.com/en/articles/timer","A helper that fires every X seconds.","Timer","Overview, Timer Properties","Interval, Repetitions, Fires Immediately","","22","36","0.59186 s","311kb","28","237","","13","","","https://docs.createwithplay.com/en/articles/timer","7","15kb","1","59","0","0"
"Loops - Createwithplay","https://docs.createwithplay.com/en/articles/loop","A helper that applies an action(s) multiple times.","Loops","Overview, Action Properties, Expression Editor Properties","Type, Parent, Start, End, Array, Index, Child, Count, Index, Index Inverted","","22","50","0.66837 s","357kb","29","499","","15","","","https://docs.createwithplay.com/en/articles/loop","7","15kb","1","57","0","0"
"Triggers - Createwithplay","https://docs.createwithplay.com/en/articles/triggers","Triggers are events that cause an action to fire.","Triggers","Overview","","","25","49","1.08344 s","318kb","55","311","","42","","","https://docs.createwithplay.com/en/articles/triggers","7","15kb","1","75","0","0"
"Variables - Createwithplay","https://docs.createwithplay.com/en/articles/variables","","Variables","Overview, Creating a Variable, Using a Variable","Variable Scope, Variable Properties, Set Variable, Set Array, Using Variables as Values, Variables in Expressions and Conditions","","26","0","0.74114 s","423kb","35","1175","","296","","","https://docs.createwithplay.com/en/articles/variables","7","15kb","1","88","0","0"
"Conditions - Createwithplay","https://docs.createwithplay.com/en/articles/condition","A helper that uses logic to fire different actions in different circumstances.","Conditions","Overview, Creating Conditions in Play","And & Or, Nested Conditions","","27","78","0.80541 s","388kb","32","753","","18","","","https://docs.createwithplay.com/en/articles/condition","7","15kb","1","86","0","0"
"Share App Clip - Createwithplay","https://docs.createwithplay.com/en/articles/share-app-clip","Share Play prototypes natively with App Clips.","Share App Clip","Overview, Generate an App Clip Link","From the Lobby, From the Editor","","31","46","0.75725 s","324kb","25","474","","4","","noindex","https://docs.createwithplay.com/en/articles/share-app-clip","7","15kb","1","46","0","0"
"Updating Play for iOS  - Createwithplay","https://docs.createwithplay.com/en/articles/updating-i-os","","Updating Play for iOS","","","","39","0","1.27607 s","304kb","25","166","","23","","","https://docs.createwithplay.com/en/articles/updating-i-os","7","15kb","1","47","0","0"
"Admin Questions - Createwithplay","https://docs.createwithplay.com/en/articles/administrative-questions","","Admin Questions","Create Account, Change Password, Delete Data, Change Team Ownership, Report a Bug, Check Notifications","","","32","0","0.96835 s","336kb","26","540","","24","","","https://docs.createwithplay.com/en/articles/administrative-questions","7","15kb","1","56","0","0"
"Export SDK to Xcode - Createwithplay","https://docs.createwithplay.com/en/articles/export-sdk","Export your Play project to Xcode with Play's SDK.","Export SDK to Xcode","Overview, Publishing to a New Xcode Project, Publishing to an Existing Xcode Project","Step 1: Configure Your Package, Step 2: Review Names and Implementation, Step 3: Export to Xcode, Step 1: Configure Your Package, Step 2: Review Names and Implementation, Step 3: Export to Xcode","Export As, Project Type, Include Assets in Your Module, Module Name, Renaming Best Practices, Export As, Include Assets in Your Module, Module Name, Renaming Best Practices","36","50","0.69953 s","437kb","20","1126","","12","","","https://docs.createwithplay.com/en/articles/export-sdk","7","15kb","1","74","0","0"
"Prefabs - Createwithplay","https://docs.createwithplay.com/en/articles/prefabs","Prefabs are advanced, already-created interactions to make prototyping faster.","Prefabs","Overview, Adding a Prefab, Prefab Controls, Editing Prefabs","Action Prefabs, Renaming Prefabs","","24","78","0.82398 s","347kb","26","590","","270","","","https://docs.createwithplay.com/en/articles/prefabs","7","15kb","1","77","0","0"
"SwiftUI Code & Play to Xcode - Createwithplay","https://docs.createwithplay.com/en/collections/swiftui-code-play-to-xcode","","SwiftUI Code & Play to Xcode","The Code Panel, The Difference Between Play to Xcode and Play's Code Panel, Exporting your Play Project to Xcode, Implementing your Play Project in Xcode, Updating your Swift Package from Play","","","45","0","0.78601 s","304kb","29","147","","3","","","https://docs.createwithplay.com/en/collections/swiftui-code-play-to-xcode","7","15kb","1","87","0","0"
"Activity Indicator - Createwithplay","https://docs.createwithplay.com/en/articles/activity-indicator","A native element that communicates loading.","Activity Indicator","Overview, Properties, Resources, Set Activity Indicator Action","Style, Color, Start Animating, Hides When Stopped","","35","43","0.50717 s","381kb","56","386","","33","","","https://docs.createwithplay.com/en/articles/activity-indicator","7","15kb","2","110","0","0"
"Abs - Createwithplay","https://docs.createwithplay.com/en/articles/abs-absolute-value","An expression editor function that returns the absolute value of a number.","Abs","Overview, Parameters, Example","","","20","74","0.49258 s","341kb","51","216","","30","","","https://docs.createwithplay.com/en/articles/abs-absolute-value","7","15kb","2","109","0","0"
"Add Objects - Createwithplay","https://docs.createwithplay.com/en/articles/add-objects","You'll construct your design using elements and components.","Add Objects","Overview, Add Objects","Add Elements, Add Components, Quick Add Menu","","28","59","0.66336 s","337kb","36","435","","25","","","https://docs.createwithplay.com/en/articles/add-objects","7","15kb","2","72","0","0"
"Alert - Createwithplay","https://docs.createwithplay.com/en/articles/alert-action","An action that adds an alert item to a native alert.","Alert","Overview, Action Properties","Title, Style, Preferred Action","","22","52","0.81381 s","354kb","102","465","","85","","","https://docs.createwithplay.com/en/articles/alert-action","7","15kb","2","151","0","0"
"As Boolean - Createwithplay","https://docs.createwithplay.com/en/articles/as-boolean","An expression editor function that converts an object to a boolean type.","As Boolean","Overview, Parameters, Example","","","27","72","0.76478 s","333kb","35","205","","14","","","https://docs.createwithplay.com/en/articles/as-boolean","7","15kb","2","58","0","0"
"Appearance - Createwithplay","https://docs.createwithplay.com/en/articles/appearance-panel","Adjust object properties like color, radius, and opacity, and object effects.","Appearance","Overview, BG, Opacity, Corner Radius, Blend Modes, Compositing, Border, Shadow, Glass, Blur, Connect Edge Effect, UI Appearance","","","27","77","0.61093 s","398kb","31","1319","","26","","","https://docs.createwithplay.com/en/articles/appearance-panel","7","15kb","2","69","0","0"
"As Element - Createwithplay","https://docs.createwithplay.com/en/articles/as-element","An expression editor function that casts an object as a generic element.","As Element","Overview, Parameters","","","27","72","0.83435 s","321kb","35","181","","14","","","https://docs.createwithplay.com/en/articles/as-element","7","15kb","2","71","0","0"
"Arctangent (atan2) - Createwithplay","https://docs.createwithplay.com/en/articles/arctangent-atan2","An expression editor function that calculates the arctangent of y/x coordinates.","Arctangent (atan2)","Overview, Parameters, Example","","","35","80","0.92562 s","338kb","51","209","","30","","","https://docs.createwithplay.com/en/articles/arctangent-atan2","7","15kb","2","89","0","0"
"As Component - Createwithplay","https://docs.createwithplay.com/en/articles/as-component","An expression editor function that casts an instance as a component.","As Component","Overview, Parameters","","","29","68","0.73069 s","321kb","35","193","","14","","","https://docs.createwithplay.com/en/articles/as-component","7","15kb","2","70","0","0"
"Animate - Createwithplay","https://docs.createwithplay.com/en/articles/animate","A helper that applies animation settings to multiple actions at once.","Animate","Overview, Anatomy of an Animate Block, Animate Properties, Resources, Learn Interactions 2.0","Delay, Duration, Easing","","24","69","0.45131 s","329kb","27","302","","13","","","https://docs.createwithplay.com/en/articles/animate","7","15kb","2","55","0","0"
"Arrays - Createwithplay","https://docs.createwithplay.com/en/articles/arrays","A variable that holds an ordered collection of data.","Arrays","Overview, Array Struct | Apple Developer, What is Array? | Geeks for Geeks, Creating an Array, Accessing Values in an Array, Editing an Array, Resources, Sorting a List, Add & Remove Items, Updating a Cart","Accessing One Value, Accessing Multiple Value, Set Array Action, Array Properties in the Expression Editor","Append, Count, Contains, Filter Items By, First, First Index Of, Item, Is Empty, Last, Remove, Remove All, Remove First, Remove Last, Remove By, Remove First By, Remove Last By","23","52","0.82451 s","624kb","23","1174","","273","","","https://docs.createwithplay.com/en/articles/arrays","7","15kb","2","73","0","0"
"As Image - Createwithplay","https://docs.createwithplay.com/en/articles/as-image","An expression editor function that casts an object as an image element.","As Image","Overview, Parameters","","","25","71","0.65966 s","324kb","35","190","","14","","","https://docs.createwithplay.com/en/articles/as-image","7","15kb","2","93","0","0"
"AI View - Createwithplay","https://docs.createwithplay.com/en/articles/ai-view","","AI View","Overview, Generate AI View, Edit AI View, Connect AI View to Play Prototype","","","24","0","0.50130 s","356kb","54","527","","34","","","https://docs.createwithplay.com/en/articles/ai-view","7","15kb","2","83","0","0"
"As String - Createwithplay","https://docs.createwithplay.com/en/articles/as-string","An expression editor function that converts an object to a string type.","As String","Overview, Parameters, Example","","","26","71","0.67526 s","331kb","35","197","","14","","","https://docs.createwithplay.com/en/articles/as-string","7","15kb","2","89","0","0"
"As Number - Createwithplay","https://docs.createwithplay.com/en/articles/as-number","An expression editor function that converts an object to a number type.","As Number","Overview, Parameters, Example","","","26","71","0.74130 s","332kb","35","197","","14","","","https://docs.createwithplay.com/en/articles/as-number","7","15kb","2","93","0","0"
"Alert Text Field - Createwithplay","https://docs.createwithplay.com/en/articles/alert-text-field-action","An action that adds an input text field to a native alert.","Alert Text Field","Overview, Action Properties","Text, Placeholder, Secure Entry, Keyboard Type","","33","58","0.58868 s","353kb","99","442","","84","","","https://docs.createwithplay.com/en/articles/alert-text-field-action","7","15kb","2","134","0","0"
"AI Event - Createwithplay","https://docs.createwithplay.com/en/articles/ai-event-trigger","A trigger than connects an AI View to Play interactions.","AI Event","Overview, Properties","Target, Event","","25","56","0.70863 s","334kb","53","254","","37","","","https://docs.createwithplay.com/en/articles/ai-event-trigger","7","15kb","2","84","0","0"
"As SVG - Createwithplay","https://docs.createwithplay.com/en/articles/as-svg","An expression editor function that casts an object as an SVG element.","As SVG","Overview, Parameters","","","23","69","0.69244 s","324kb","35","190","","14","","","https://docs.createwithplay.com/en/articles/as-svg","7","15kb","2","93","0","0"
"As Symbol - Createwithplay","https://docs.createwithplay.com/en/articles/as-symbol","An expression editor function that casts an object as an SF Symbol element.","As Symbol","Overview, Parameters","","","26","75","0.55406 s","324kb","35","192","","14","","","https://docs.createwithplay.com/en/articles/as-symbol","7","15kb","2","92","0","0"
"Alert - Createwithplay","https://docs.createwithplay.com/en/articles/alert-trigger","A single trigger that creates a native alert.","Alert","Overview, Trigger Properties","Title, Message, Preferred Style, Build on Load","","22","45","0.46003 s","328kb","55","335","","45","","","https://docs.createwithplay.com/en/articles/alert-trigger","7","15kb","2","88","0","0"
"Attribute Panels - Createwithplay","https://docs.createwithplay.com/en/articles/attribute-panels","Adjust the layout, position, and appearance in the attribute panels.","Attribute Panels","Overview, Element Settings, Layout, Position, Appearance","","","33","68","0.84788 s","336kb","34","388","","24","","","https://docs.createwithplay.com/en/articles/attribute-panels","7","15kb","2","62","0","0"
"Audio Overview - Createwithplay","https://docs.createwithplay.com/en/articles/audio","Play’s Audio support lets you upload audio files into your projects and use them in your prototypes. Audio files don’t have an element type like images or videos that you need to add to the page as an object. Instead, audio files live in your project’s asset library and can be targeted using audio actions.","Audio Overview","Play and Pause, Fast Forward or Rewind, Track the Audio’s Progress, Restart and Skip Songs, Speed up or slow down, Control the Volume, Repeat a sound effect, Balance Audio between Earbuds","Sync a Waveform with an Audio File, Scrubbing forward and back, Label the Current Time, Label the Total Length, Control the Volume with a Slider, Mute the Volume","","31","307","0.65159 s","350kb","21","1239","","268","","","https://docs.createwithplay.com/en/articles/audio","7","15kb","2","70","0","0"
"Auto - Createwithplay","https://docs.createwithplay.com/en/articles/auto","An expression editor function that applies an auto value an object's height or width.","Auto","Overview, Parameters","","","21","85","0.81479 s","332kb","51","197","","30","","","https://docs.createwithplay.com/en/articles/auto","7","15kb","2","109","0","0"
"Audio Waveform - Createwithplay","https://docs.createwithplay.com/en/articles/audio-waveform","An element that visualizes audio.","Audio Waveform","Overview, Properties, Resources, Waveform / Toggle Live Action, Waveform / Set Input Action, Set Audio Action, Set Audio Volume Action, Set Audio Mute Action, Audio Waveform Template, Music Multi-Track Project","Input, Mode, Listen on Start, Spectrum, Alignment, Style, Default Style Options, Bar Style Options, Curved Style Options","","31","33","1.04539 s","390kb","62","816","","34","","","https://docs.createwithplay.com/en/articles/audio-waveform","7","15kb","2","100","0","0"
"Base 64 Image - Createwithplay","https://docs.createwithplay.com/en/articles/base-64-image","An expression editor function that encodes an image in base64 format.","Base 64 Image","Overview, Parameters, Example","","","30","69","0.65828 s","341kb","54","282","","33","","","https://docs.createwithplay.com/en/articles/base-64-image","7","15kb","2","94","0","0"
"As Text - Createwithplay","https://docs.createwithplay.com/en/articles/as-text","An expression editor function that casts an object as a text element.","As Text","Overview, Parameters","","","24","69","0.98541 s","323kb","35","189","","14","","","https://docs.createwithplay.com/en/articles/as-text","7","15kb","2","87","0","0"
"Base 64 String - Createwithplay","https://docs.createwithplay.com/en/articles/base-64-string","An expression editor function that encodes a string in base64 format.","Base 64 String","Overview, Parameters, Example","","","31","69","1.02963 s","341kb","54","240","","33","","","https://docs.createwithplay.com/en/articles/base-64-string","7","15kb","2","98","0","0"
"Blur - Createwithplay","https://docs.createwithplay.com/en/articles/blur","","Blur","Overview, Material, Progressive Blur, Layer Blur","Blur Effect, Foreground, Appearance, Radius, Intensity Map, Invert, Radius","","21","0","0.58660 s","378kb","28","655","","28","","","https://docs.createwithplay.com/en/articles/blur","7","15kb","2","72","0","0"
"Blend Color - Createwithplay","https://docs.createwithplay.com/en/articles/blend-color","An expression editor function that blends two colors based on a percentage.","Blend Color","Overview, Parameters, Example","","","28","75","0.85554 s","335kb","38","231","","17","","","https://docs.createwithplay.com/en/articles/blend-color","7","15kb","2","96","0","0"
"Button - Createwithplay","https://docs.createwithplay.com/en/articles/button","A native element that initiates an action when tapped.","Button","Overview, Properties, Resources, Apple Human Interface Guidelines for Buttons, Apple Developer Documentation for Buttons","Tint, Size, Style, Corner Style, Content, Alignment, Customize, Title, System Image, Image Alignment, Gap, Style, Border Shape, Tint, Destructive, Customize","Title, SF Symbol, Subtitle, Text Properties, Symbol Properties, Control Padding, BG, Text Properties, Symbol Properties","23","54","0.67284 s","601kb","59","1463","","34","","","https://docs.createwithplay.com/en/articles/button","7","15kb","2","113","0","0"
"Bar Item Menu - Createwithplay","https://docs.createwithplay.com/en/articles/bar-item-menu-trigger","A trigger that opens a nav bar item’s native menu on tap.","Bar Item Menu","Overview, Trigger Properties","Title, Subtitle, Element Size, Display, Destructive, Single Selection, Build on Load","","30","57","0.48366 s","341kb","53","573","","42","","","https://docs.createwithplay.com/en/articles/bar-item-menu-trigger","7","15kb","2","79","0","0"
"Calculate Luminance - Createwithplay","https://docs.createwithplay.com/en/articles/calculate-luminance","An expression editor function that calculates the luminance value of a color.","Calculate Luminance","Overview, Parameters, Example","","","36","77","0.57664 s","339kb","38","211","","17","","","https://docs.createwithplay.com/en/articles/calculate-luminance","7","15kb","2","87","0","0"
"Button Menu - Createwithplay","https://docs.createwithplay.com/en/articles/button-menu-trigger","A trigger that opens a button’s native menu on tap.","Button Menu","Overview, Trigger Properties","Title, Subtitle, Element Size, Display, Destructive, Single Selection, Build on Load","","28","51","0.56375 s","342kb","58","546","","41","","","https://docs.createwithplay.com/en/articles/button-menu-trigger","7","15kb","2","88","0","0"
"Child At Index - Createwithplay","https://docs.createwithplay.com/en/articles/child-at-index","An expression editor function that targets a specific child element by its position.","Child At Index","Overview, Parameters, Example","","","31","84","0.46871 s","343kb","54","263","","33","","","https://docs.createwithplay.com/en/articles/child-at-index","7","15kb","2","85","0","0"
"Chart - Createwithplay","https://docs.createwithplay.com/en/articles/chart","A native element that displays data.","Chart","Overview, Properties, Resources, Apple Human Interface Guidelines for Charts, Apple Developer Documentation for Charts","Type, Interpolation, Shape, Count, Noise, Series, Stacking, Legend, Axes, Series 1, 2, 3","Position, Alignment, Categories, Gap","22","36","0.55426 s","375kb","55","701","","32","","","https://docs.createwithplay.com/en/articles/chart","7","15kb","2","88","0","0"
"Capture - Createwithplay","https://docs.createwithplay.com/en/articles/capture-action","An action that captures the view of a camera element.","Capture","Overview, Action Properties","Mode, Target, Output, Save to Library, Capture, Recording, Recording Quality, Recording FPS","","24","53","0.75980 s","362kb","100","541","","85","","","https://docs.createwithplay.com/en/articles/capture-action","7","15kb","2","124","0","0"
"Clamp - Createwithplay","https://docs.createwithplay.com/en/articles/clamp","An expression editor function that constrains a value between two numbers.","Clamp","Overview, Parameters, Example","","","22","74","0.87106 s","351kb","51","327","","30","","","https://docs.createwithplay.com/en/articles/clamp","7","15kb","2","76","0","0"
"Camera - Createwithplay","https://docs.createwithplay.com/en/articles/camera","An native element that uses the device's camera.","Camera","Overview, Properties, Resources, Capture Action, Set Preview Action, Set Lens Action, Apple Developer Documentation for Camera Views","Mode, Lens, Digital Zoom, Content Mode, Quality, FPS, Show Preview, Pinch to Zoom","","23","48","1.07102 s","351kb","58","464","","35","","","https://docs.createwithplay.com/en/articles/camera","7","15kb","2","102","0","0"
"Color Well - Createwithplay","https://docs.createwithplay.com/en/articles/color-well","A native element that selects a color.","Color Well","Overview, Properties, Expression Editor Properties, Resources, Color Picker Event, Apple Human Interface Guidelines for Color Wells, Apple Developer Documentation for Color Wells","Title, Color","","27","38","0.81399 s","351kb","56","282","","32","","","https://docs.createwithplay.com/en/articles/color-well","7","15kb","2","99","0","0"
"Code Panel - Createwithplay","https://docs.createwithplay.com/en/articles/code-panel","Export your layout and interactions in SwiftUI code","Code Panel","Overview, Play SDK, SwiftUI, Properties, Hierarchy","Design Mode Code, Interaction Mode Code, Design Mode Properties, Interaction Mode Properties","","27","51","0.81940 s","385kb","29","984","","33","","","https://docs.createwithplay.com/en/articles/code-panel","7","15kb","2","58","0","0"
"Color Styles - Createwithplay","https://docs.createwithplay.com/en/articles/color-styles","","Color Styles","Overview","Creating Dark and Light Mode Color Styles, Using Dark and Light Mode Color Styles","","29","0","0.45021 s","338kb","29","616","","51","","","https://docs.createwithplay.com/en/articles/color-styles","7","15kb","2","54","0","0"
"Instances - Createwithplay","https://docs.createwithplay.com/en/articles/component-instances","","Instances","Overview, Instance Overrides, Reset All Overrides, Push All Overrides, Detaching an Instance","","","26","0","0.65135 s","339kb","28","547","","50","","","https://docs.createwithplay.com/en/articles/component-instances","7","15kb","2","78","0","0"
"Conditional - Createwithplay","https://docs.createwithplay.com/en/articles/conditional","An expression editor function that returns one of two values based on a boolean condition.","Conditional","Overview, Parameters, Example","","","28","90","0.93594 s","344kb","54","289","","33","","","https://docs.createwithplay.com/en/articles/conditional","7","15kb","2","110","0","0"
"States - Createwithplay","https://docs.createwithplay.com/en/articles/component-states","","States","Overview, Adding a State, Managing States, Deleting States","From the Main Component, From a Component Instance, From the Main Component Editor, From the Canvas","","23","0","0.72456 s","332kb","29","559","","50","","","https://docs.createwithplay.com/en/articles/component-states","7","15kb","2","51","0","0"
"Color Properties - Createwithplay","https://docs.createwithplay.com/en/articles/color-properties","Expression Editor values for colors' properties.","Color Properties","Overview, Accessing Color Properties, Color Properties","Get Alpha, Get Blue, Get Brightness, Get Green, Get HEX, Get Hue, Get Lightness, Get Red, Get Saturation, Set Alpha, Set Blue, Set Brightness, Set Green, Set HSB, Set HSL, Set HEX, Set Hue, Set Lightness, Set RGBA, Set Red, Set Saturation, To HSB, To HSL, To RGB","","33","48","0.51209 s","509kb","26","665","","95","","","https://docs.createwithplay.com/en/articles/color-properties","7","15kb","2","71","0","0"
