"Title","URL","Description","h1 headings","h2 headings","h3 headings","h4 headings","Title length","Description length","Response time","Content","Link count","Word count","Possible duplicates","Internal backlinks","Last modified","Robots","Canonical","Image count","Image weight","Depth","Internal links","External links","Redirects to here"
"External Data - Createwithplay","https://docs.createwithplay.com/en/articles/external-data","Pull in external data from an API or JSON file.","External Data","Overview, Loading your API or JSON File, Accessing the Response, Displaying a Value","Saving the Response as a Dictionary Variable, Displaying Multiple Values","","30","47","0.79494 s","424kb","39","1019","","2231","","","https://docs.createwithplay.com/en/articles/external-data","7","15kb","2","98","0","0"
"Audio Overview - Createwithplay","https://docs.createwithplay.com/en/articles/audio","Play’s Audio support lets you upload audio files into your projects and use them in your prototypes. Audio files don’t have an element type like images or videos that you need to add to the page as an object. Instead, audio files live in your project’s asset library and can be targeted using audio actions.","Audio Overview","Play and Pause, Fast Forward or Rewind, Track the Audio’s Progress, Restart and Skip Songs, Speed up or slow down, Control the Volume, Repeat a sound effect, Balance Audio between Earbuds","Sync a Waveform with an Audio File, Scrubbing forward and back, Label the Current Time, Label the Total Length, Control the Volume with a Slider, Mute the Volume","","31","307","0.78493 s","346kb","50","1239","","2278","","","https://docs.createwithplay.com/en/articles/audio","7","15kb","2","108","0","0"
"Rive Overview - Createwithplay","https://docs.createwithplay.com/en/articles/rive-overview","","Rive Overview","Overview, Upload Rive Files, Use Data Binding, Learn more about Rive / Set View Model actions, Learn more about View Models in Rive, Learn more about Rive / Data Model Property actions, Learn more about Data Model Properties in Rive, Learn more about Rive / Set Data Model List actions, Learn more about Data Model Lists in Rive, Learn more about Rive Event triggers, Set Playback, Inputs, and More, Learn more about Set Rive Playback actions, Learn more about Rive Animations, Learn more about Set Rive Input actions, Learn more about Inputs and State Machines in Rive, Learn more about Set Rive Artboard actions, Learn more about Artboards in Rive, Learn more about Rive / Set Text actions, Learn more about Text Runs in Rive, Learn more about Set Rive Mute actions, Learn more about Set Rive Volume actions, Learn more about Rive Event triggers, Learn more about Rive Events","Set a View Model Instance, Set a Data Model Property, Set a Data Model List, Trigger Interactions when Bound Data Changes, Set Playback, Set Input, Set Artboard, Set Text, Set Audio, Rive Event","","30","0","0.84034 s","371kb","62","882","","2272","","","https://docs.createwithplay.com/en/articles/rive-overview","7","15kb","2","120","0","0"
"Set Variable - Createwithplay","https://docs.createwithplay.com/en/articles/set-variable-action","An action that changes the value of a variable.","Set Variable","Overview, Action Properties, Resources, Learn Interactions 2.0, Saving Data Across Pages, Grid Prefab, Saving Textfields, Variable with Native Control, Pomodoro","Variable, Value","","29","47","0.97978 s","362kb","111","442","","729","","","https://docs.createwithplay.com/en/articles/set-variable-action","7","15kb","2","169","0","0"
"Expression Editor - Createwithplay","https://docs.createwithplay.com/en/articles/expression-editor","","Expression Editor","Expression Output, Using the Expression Editor","Number Output, String Output, Boolean Output","","34","0","1.02386 s","353kb","42","562","","940","","","https://docs.createwithplay.com/en/articles/expression-editor","7","15kb","2","101","0","0"
"Instances - Createwithplay","https://docs.createwithplay.com/en/articles/component-instances","","Instances","Overview, Instance Overrides, Reset All Overrides, Push All Overrides, Detaching an Instance","","","26","0","0.87675 s","327kb","39","549","","578","","","https://docs.createwithplay.com/en/articles/component-instances","7","15kb","2","98","0","0"
"Preview - Createwithplay","https://docs.createwithplay.com/en/articles/preview","","Preview","Overview, Device, Bezel, Size","","","24","0","0.68312 s","331kb","37","412","","205","","","https://docs.createwithplay.com/en/articles/preview","7","15kb","2","96","0","0"
"Position - Createwithplay","https://docs.createwithplay.com/en/articles/position-panel","","Position","Overview, Pin To, Pin To Page, Offset X & Y, Z Depth","","","25","0","0.55130 s","311kb","39","360","","230","","","https://docs.createwithplay.com/en/articles/position-panel","7","15kb","2","98","0","0"
"Layout - Createwithplay","https://docs.createwithplay.com/en/articles/layout-panel","","Layout","Overview, Width & Height, Scale, Padding & Margin, 3D Transform, Clip To Bounds, User Interaction","Fill, Auto","","23","0","0.58854 s","326kb","48","669","","233","","","https://docs.createwithplay.com/en/articles/layout-panel","7","15kb","2","107","0","0"
"Events Panel - Createwithplay","https://docs.createwithplay.com/en/articles/events-panel","Define events for custom event interactions.","Events Panel","Overview, Create an Event, Edit an Event","","","29","44","0.82505 s","307kb","37","392","","209","","","https://docs.createwithplay.com/en/articles/events-panel","7","15kb","2","95","0","0"
"Styles - Createwithplay","https://docs.createwithplay.com/en/articles/styles","","Styles","Overview, Types of Styles","","","23","0","0.87195 s","315kb","38","324","","780","","","https://docs.createwithplay.com/en/articles/styles","7","15kb","2","97","0","0"
"Blur - Createwithplay","https://docs.createwithplay.com/en/articles/blur","","Blur","Overview, Material, Progressive Blur, Layer Blur","Blur Effect, Foreground, Appearance, Radius, Intensity Map, Invert, Radius","","21","0","0.97348 s","355kb","51","657","","261","","","https://docs.createwithplay.com/en/articles/blur","7","15kb","2","110","0","0"
"Play AI - Createwithplay","https://docs.createwithplay.com/en/articles/play-ai","","Play AI","Overview, Play AI Panel, Commands","Availability, Add Context, Best Practices, Generate, Design, Effect, Interaction, Prefab, Select, Command, Text, Image, Rename, Learn","","24","0","0.74333 s","351kb","66","904","","248","","","https://docs.createwithplay.com/en/articles/play-ai","7","15kb","2","124","0","0"
"Layers - Createwithplay","https://docs.createwithplay.com/en/articles/layers-panel","","Layers","Overview, The Layers Panel","Filtering the Layers Panel, Isolating a Selection","","23","0","1.07882 s","324kb","38","429","","224","","","https://docs.createwithplay.com/en/articles/layers-panel","7","15kb","2","97","0","0"
"Elements - Createwithplay","https://docs.createwithplay.com/en/articles/elements","","Elements","Overview, Adding an Element, Managing Elements","","","25","0","0.50422 s","319kb","38","523","","586","","","https://docs.createwithplay.com/en/articles/elements","7","15kb","2","97","0","0"
"Gradient Styles - Createwithplay","https://docs.createwithplay.com/en/articles/gradient-styles","","Gradient Styles","Overview, Gradient Styles in macOS, Gradient Styles in iOS","Adding Colors Along Your Gradient, Choosing the Gradient Type, Angle & Spread","","32","0","0.56183 s","322kb","41","491","","557","","","https://docs.createwithplay.com/en/articles/gradient-styles","7","15kb","2","100","0","0"
"System Colors - Createwithplay","https://docs.createwithplay.com/en/articles/system-colors","","System Colors","Overview, Use System Colors","","","30","0","0.64852 s","300kb","33","287","","557","","","https://docs.createwithplay.com/en/articles/system-colors","7","15kb","2","91","0","0"
"States - Createwithplay","https://docs.createwithplay.com/en/articles/component-states","","States","Overview, Adding a State, Managing States, Deleting States","From the Main Component, From a Component Instance, From the Main Component Editor, From the Canvas","","23","0","0.94351 s","326kb","46","561","","598","","","https://docs.createwithplay.com/en/articles/component-states","7","15kb","2","105","0","0"
"Navigation Bar - Createwithplay","https://docs.createwithplay.com/en/articles/nav-bar","","Navigation Bar","Overview, Add a Navigation Bar, Navigation Bar Properties, Managing Navigation Bar Items, Navigation Bar Visibility, Navigation Bar Interactions","macOS, iOS, Bar Style, Hide Nav Bar, Left & Right Bar Items, Prompt, Content Inset, Enable Back, Show Title On Subpage, Large Title Style, Small Title Style, Default Appearance, Scrolled Appearance","Blur Effect, Shadow, Tint, Bar Fill, Title Fill","31","0","0.96657 s","407kb","81","1249","","652","","","https://docs.createwithplay.com/en/articles/nav-bar","7","15kb","2","140","0","0"
"Tab Bar - Createwithplay","https://docs.createwithplay.com/en/articles/tab-bar","","Tab Bar","Overview, Adding a Tab Bar, Tab Bar Properties, Managing Tab Bar Items, Tab Bar Interactions, Custom Tab Bars, Apple Human Interface Guidelines for Tab Bars, Apple Developer Documentation for Tab Bars","Items, Label Style, Customize","Default Icon, Selected Icon, Title, Edit Badge, Link, More Menu, Blur Effect, Selected, Unselected, Bar Fill, Item Position, Title Gap","24","0","0.93900 s","390kb","71","888","","634","","","https://docs.createwithplay.com/en/articles/tab-bar","7","15kb","2","130","0","0"
"Color Styles - Createwithplay","https://docs.createwithplay.com/en/articles/color-styles","","Color Styles","Overview","Creating Dark and Light Mode Color Styles, Using Dark and Light Mode Color Styles","","29","0","1.06062 s","326kb","34","604","","560","","","https://docs.createwithplay.com/en/articles/color-styles","7","15kb","2","93","0","0"
"System Fonts - Createwithplay","https://docs.createwithplay.com/en/articles/system-fonts","","System Fonts","Overview, System Font Properties, System Styles, Accessibility","Design, Width, Accessibility for System, Accessibility for Custom Fonts","Scale Relative To, Bold Variant","29","0","0.73742 s","332kb","50","805","","623","","","https://docs.createwithplay.com/en/articles/system-fonts","7","15kb","2","109","0","0"
"Type Styles - Createwithplay","https://docs.createwithplay.com/en/articles/type-styles","","Type Styles","Overview","","","28","0","0.94275 s","318kb","33","565","","621","","","https://docs.createwithplay.com/en/articles/type-styles","7","15kb","2","92","0","0"
"Corner Radius Styles - Createwithplay","https://docs.createwithplay.com/en/articles/radius-styles","","Corner Radius Styles","Overview","","","37","0","0.78370 s","299kb","31","293","","542","","","https://docs.createwithplay.com/en/articles/radius-styles","7","15kb","2","89","0","0"
"Spacing Styles - Createwithplay","https://docs.createwithplay.com/en/articles/spacing-styles","","Spacing Styles","Overview","","","31","0","0.96327 s","313kb","31","444","","560","","","https://docs.createwithplay.com/en/articles/spacing-styles","7","15kb","2","90","0","0"
"Liquid Glass in Play - Createwithplay","https://docs.createwithplay.com/en/articles/liquid-glass","Using iOS26 features in Play.","Liquid Glass in Play","Overview, What’s Different in Play’s iOS 26?","Glass Effect, Glass Container, Scroll Edge Effect, Updated Nav Bar & Tab Bar, Updated UI Elements, New SF Symbols & Draw In/Out Effect, Concentric Corners","","37","29","0.80408 s","358kb","52","809","","565","","","https://docs.createwithplay.com/en/articles/liquid-glass","7","15kb","2","111","0","0"
"Event - Createwithplay","https://docs.createwithplay.com/en/articles/event-trigger","A single trigger that fires when an event occurs.","Event","Overview, Trigger Properties","Type, Location Event Properties, Is Enabled","Event, Event, Variable, Event, Event, Event, Event, Event","22","49","0.53897 s","372kb","74","777","","537","","","https://docs.createwithplay.com/en/articles/event-trigger","7","15kb","2","132","0","0"
"AI View - Createwithplay","https://docs.createwithplay.com/en/articles/ai-view","","AI View","Overview, Generate AI View, Edit AI View, Connect AI View to Play Prototype","","","24","0","1.15293 s","342kb","63","517","","442","","","https://docs.createwithplay.com/en/articles/ai-view","7","15kb","2","122","0","0"
"Easing Curves - Createwithplay","https://docs.createwithplay.com/en/articles/easing-curves","Control the speed and animation of actions","Easing Curves","Overview, Types of Easing Curves","Linear, Ease In, Ease Out, Ease In & Out, Custom (Cubic Bezier), Spring, Custom (Spring)","","30","42","0.95380 s","398kb","117","650","","706","","","https://docs.createwithplay.com/en/articles/easing-curves","7","15kb","2","176","0","0"
"Dismiss Keyboard - Createwithplay","https://docs.createwithplay.com/en/articles/dismiss-keyboard-action","An action that dismisses an open native keyboard.","Dismiss Keyboard","Overview, Action Properties","Delay","","33","49","1.01064 s","343kb","106","368","","689","","","https://docs.createwithplay.com/en/articles/dismiss-keyboard-action","7","15kb","2","164","0","0"
"Dismiss Sheet - Createwithplay","https://docs.createwithplay.com/en/articles/dismiss-sheet-action","An action that closes a native sheet.","Dismiss Sheet","Overview, Action Properties","Animate, Close All Sheets","","30","37","1.00740 s","346kb","108","403","","721","","","https://docs.createwithplay.com/en/articles/dismiss-sheet-action","7","15kb","2","166","0","0"
"Menu - Createwithplay","https://docs.createwithplay.com/en/articles/menu-action","An action that adds a menu item to a native menu.","Menu","Overview, Action Properties","Title, Subtitle, Image, Tint Color, State, Destructive, Disabled, Hidden, Keeps Menu Presented","","21","49","0.77711 s","364kb","125","568","","773","","","https://docs.createwithplay.com/en/articles/menu-action","7","15kb","2","183","0","0"
"Layer Blur - Createwithplay","https://docs.createwithplay.com/en/articles/layer-blur-action","An action that adjusts the blur on a layer.","Layer Blur","Overview, Action Properties","Target, Value, Animate","","27","43","1.02925 s","350kb","111","456","","698","","","https://docs.createwithplay.com/en/articles/layer-blur-action","7","15kb","2","169","0","0"
"Open Sheet - Createwithplay","https://docs.createwithplay.com/en/articles/open-sheet-action","An action that opens a page as a native sheet.","Open Sheet","Overview, Action Properties, Resources, Bottom Drawer Template, Open Sheet Template","Page, Style, Detents, Start Detent, Corner Radius, Grabber, Prevent Dismissal, Always Scrollable, Interaction Beneath","","27","46","0.57314 s","375kb","125","660","","739","","","https://docs.createwithplay.com/en/articles/open-sheet-action","7","15kb","2","183","0","0"
"Open Page - Createwithplay","https://docs.createwithplay.com/en/articles/open-page-action","An action that navigates a user to a new page.","Open Page","Overview, Action Properties, Custom Style Properties, Resources, New to Play? Start here!, Learn Interactions 2.0","Page, Style, Transition, Zoom Target, Animation, Move In From, Load on Root Level, Animate","","26","46","0.63086 s","380kb","124","828","","755","","","https://docs.createwithplay.com/en/articles/open-page-action","7","15kb","2","182","0","0"
"Open Library - Createwithplay","https://docs.createwithplay.com/en/articles/open-library-action","An action that opens the device's photo library.","Open Library","Overview, Action Properties, Resources, Access Photo Library Template","Output, Allow Editing","","29","48","0.63255 s","350kb","110","381","","703","","","https://docs.createwithplay.com/en/articles/open-library-action","7","15kb","2","168","0","0"
"Print - Createwithplay","https://docs.createwithplay.com/en/articles/print-action","An action that displays a value for debugging.","Print","Overview, Action Properties, Debugging with Print Actions","Title, Value","","22","46","1.14116 s","363kb","111","581","","699","","","https://docs.createwithplay.com/en/articles/print-action","7","15kb","2","170","0","0"
"Rive / Set View Model - Createwithplay","https://docs.createwithplay.com/en/articles/rive-set-view-model-action","An action that changes a Rive file’s View Model.","Rive / Set View Model","Overview, Action Properties","Target, Type","Artboard, View Model, Instance, View Model, Instance, To View Model, To Instance","38","48","1.11278 s","362kb","114","487","","727","","","https://docs.createwithplay.com/en/articles/rive-set-view-model-action","7","15kb","2","172","0","0"
"Rive / Set Data Model List - Createwithplay","https://docs.createwithplay.com/en/articles/rive-set-data-model-list-action","An action that modifies a Rive list.","Rive / Set Data Model List","Overview, Action Properties","Target, View Model, List, Action","View Model, Instance, View Model, Instance, Index, View Model, Property, Index, Value, Index 1, Index 2, View Model, Instance, Index","43","36","1.47200 s","389kb","125","771","","743","","","https://docs.createwithplay.com/en/articles/rive-set-data-model-list-action","7","15kb","2","183","0","0"
"Set Color - Createwithplay","https://docs.createwithplay.com/en/articles/set-color-action","An action that sets an object's color.","Set Color","Overview, Properties","Target, Property, Set To","","26","38","0.78570 s","357kb","111","516","","692","","","https://docs.createwithplay.com/en/articles/set-color-action","7","15kb","2","169","0","0"
"Set Audio Mute - Createwithplay","https://docs.createwithplay.com/en/articles/set-audio-mute-action","An action that mutes the sound of an audio file.","Set Audio Mute","Overview, Action Properties","Audio, Mute","","31","48","0.86416 s","345kb","107","363","","717","","","https://docs.createwithplay.com/en/articles/set-audio-mute-action","7","15kb","2","165","0","0"
"Set Lens - Createwithplay","https://docs.createwithplay.com/en/articles/set-lens-action","An action that changes a camera element's lens.","Set Lens","Overview, Action Properties","Target, Mode, Lens, Digital Zoom, Animate Zoom","","25","47","0.69507 s","354kb","114","447","","733","","","https://docs.createwithplay.com/en/articles/set-lens-action","7","15kb","2","172","0","0"
"Set Haptic - Createwithplay","https://docs.createwithplay.com/en/articles/set-haptic-action","An action that plays haptic feedback.","Set Haptic","Overview, Action Properties, Resources, Haptics Template, short_haptic.json, long_haptic.json, long_knocks_haptic.json, gradient_haptic.json","Type, File","","27","37","1.06733 s","363kb","109","437","","701","","","https://docs.createwithplay.com/en/articles/set-haptic-action","7","15kb","2","167","0","0"
"Set Map Location - Createwithplay","https://docs.createwithplay.com/en/articles/set-map-location-action","An action that set's a native map's location.","Set Map Location","Overview, Action Properties","Map, Type, Latitude, Longitude, Altitude, Offset X, Offset Y, Animate","","33","45","0.73844 s","361kb","120","514","","741","","","https://docs.createwithplay.com/en/articles/set-map-location-action","7","15kb","2","178","0","0"
"Set Property - Createwithplay","https://docs.createwithplay.com/en/articles/set-property-action","An action that adjusts an object property.","Set Property","Overview, Action Properties","Target, Property, Value, Animate","","29","42","1.37024 s","360kb","112","586","","704","","","https://docs.createwithplay.com/en/articles/set-property-action","7","15kb","2","170","0","0"
"Set Rive Mute - Createwithplay","https://docs.createwithplay.com/en/articles/set-rive-mute-action","An action that mutes the sound of an audio file.","Set Rive Mute","Overview, Action Properties","Target, Mute","","30","48","1.30335 s","345kb","108","364","","706","","","https://docs.createwithplay.com/en/articles/set-rive-mute-action","7","15kb","2","166","0","0"
"Set Rive Volume - Createwithplay","https://docs.createwithplay.com/en/articles/set-rive-volume","An action that adjusts the volume of a Rive file.","Set Rive Volume","Overview, Action Properties","Target, Volume","","32","49","0.83673 s","346kb","109","396","","707","","","https://docs.createwithplay.com/en/articles/set-rive-volume","7","15kb","2","167","0","0"
"Set SF Symbol Effect - Createwithplay","https://docs.createwithplay.com/en/articles/set-sf-symbol-effect-action","An action that animates an SF Symbol icon.","Set SF Symbol Effect","Overview, Action Properties","Target, Animation, Scope, Scope","Direction, Direction, By Layer, Speed, Repeat, Direction, By Layer, Speed, Repeat, Direction, By Layer, Speed, Layer Style, Hide Inactive Layers, Auto-Reverse, Speed, Repeat","37","42","0.79129 s","401kb","126","963","","785","","","https://docs.createwithplay.com/en/articles/set-sf-symbol-effect-action","7","15kb","2","184","0","0"
"Set Shadow - Createwithplay","https://docs.createwithplay.com/en/articles/set-shadow-action","An action that adjusts an object's shadow.","Set Shadow","Overview, Action Properties","Target, Shadow Index, Offset X & Y, Blur, Spread, Opacity, Color, Animate","","27","42","0.78162 s","362kb","119","565","","729","","","https://docs.createwithplay.com/en/articles/set-shadow-action","7","15kb","2","177","0","0"
"Set Sheet Detent - Createwithplay","https://docs.createwithplay.com/en/articles/set-sheet-detent-action","An action that changes an open sheet's detent.","Set Sheet Detent","Overview, Action Properties","Detent, Animate","","33","46","0.60162 s","345kb","108","388","","699","","","https://docs.createwithplay.com/en/articles/set-sheet-detent-action","7","15kb","2","166","0","0"
"Set Text - Createwithplay","https://docs.createwithplay.com/en/articles/set-text-action","An action that adds copy to a text element.","Set Text","Overview, Action Properties, Resources, Native Controls, Saving Data Across Pages","Target, Text, Delay","","25","43","0.52658 s","355kb","113","410","","763","","","https://docs.createwithplay.com/en/articles/set-text-action","7","15kb","2","171","0","0"
"Set State - Createwithplay","https://docs.createwithplay.com/en/articles/set-state-action","An action that changes a component's state.","Set State","Overview, Action Properties, Resources, Accordions, Select One to Enable, Expanding Cards, Change Header on Scroll","Target, State, Invert Other Instances, Animate","","26","43","0.78031 s","364kb","116","491","","716","","","https://docs.createwithplay.com/en/articles/set-state-action","7","15kb","2","174","0","0"
"Start and Stop Speech - Createwithplay","https://docs.createwithplay.com/en/articles/start-and-stop-speech-actions","Actions that start or stop a Speech trigger.","Start and Stop Speech","Overview, Action Properties","Target, Speech, Language","","38","44","0.75181 s","356kb","111","462","","727","","","https://docs.createwithplay.com/en/articles/start-and-stop-speech-actions","7","15kb","2","170","0","0"
"Show Alert - Createwithplay","https://docs.createwithplay.com/en/articles/show-alert-action","An action that display a native alert.","Show Alert","Overview, Action Properties","Target, Alert","","27","38","0.91742 s","345kb","108","378","","717","","","https://docs.createwithplay.com/en/articles/show-alert-action","7","15kb","2","166","0","0"
"Start and Stop Timer - Createwithplay","https://docs.createwithplay.com/en/articles/start-and-stop-timer-actions","Actions that start or stop a Timer trigger.","Start and Stop Timer","Overview, Action Properties","Target, Timer","","37","43","0.86120 s","346kb","108","396","","718","","","https://docs.createwithplay.com/en/articles/start-and-stop-timer-actions","7","15kb","2","166","0","0"
"Toggle Tab Bar - Createwithplay","https://docs.createwithplay.com/en/articles/toggle-tab-bar-action","An action that shows or hides a native tab bar.","Toggle Tab Bar","Overview, Action Properties","Visibility, Animated","","31","47","0.84742 s","345kb","108","386","","691","","","https://docs.createwithplay.com/en/articles/toggle-tab-bar-action","7","15kb","2","166","0","0"
"Snapshot - Createwithplay","https://docs.createwithplay.com/en/articles/snapshot-action","An action that captures an object's view.","Snapshot","Overview, Action Properties, Expression Editor Properties","Target, Snapshot Image","","25","41","1.23712 s","354kb","111","398","","693","","","https://docs.createwithplay.com/en/articles/snapshot-action","7","15kb","2","169","0","0"
"Variables - Createwithplay","https://docs.createwithplay.com/en/articles/variables","","Variables","Overview, Creating a Variable, Using a Variable","Variable Scope, Variable Properties, Set Variable, Set Array, Using Variables as Values, Variables in Expressions and Conditions","","26","0","0.63220 s","394kb","54","1177","","2531","","","https://docs.createwithplay.com/en/articles/variables","7","15kb","1","113","0","0"
"Triggers - Createwithplay","https://docs.createwithplay.com/en/articles/triggers","Triggers are events that cause an action to fire.","Triggers","Overview","","","25","49","0.79040 s","382kb","106","423","","420","","","https://docs.createwithplay.com/en/articles/triggers","7","15kb","1","164","0","0"
"Share App Clip - Createwithplay","https://docs.createwithplay.com/en/articles/share-app-clip","Share Play prototypes natively with App Clips.","Share App Clip","Overview, Generate an App Clip Link","From the Lobby, From the Editor","","31","46","0.42144 s","318kb","32","475","","31","","noindex","https://docs.createwithplay.com/en/articles/share-app-clip","7","15kb","1","91","0","0"
"Timer - Createwithplay","https://docs.createwithplay.com/en/articles/timer","A helper that fires every X seconds.","Timer","Overview, Timer Properties","Interval, Repetitions, Fires Immediately","","22","36","0.70126 s","309kb","39","237","","94","","","https://docs.createwithplay.com/en/articles/timer","7","15kb","1","97","0","0"
"Selection Menu - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-selection-menu","A prefab that creates a native selection menu.","Selection Menu","Overview, Controls","Title, Items, Selected Index, Keep Menu Open, Action","","31","46","0.61488 s","321kb","37","259","","60","","","https://docs.createwithplay.com/en/articles/prefab-selection-menu","7","15kb","3","95","0","0"
"Elastic Header - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-elastic-header","A prefab that stretches a header.","Elastic Header","Overview, Controls, Resources, Elastic Header","Header, Stretch","","31","33","0.97380 s","323kb","41","231","","112","","","https://docs.createwithplay.com/en/articles/prefab-elastic-header","7","15kb","3","99","0","0"
"Alert - Createwithplay","https://docs.createwithplay.com/en/articles/alert-trigger","A single trigger that creates a native alert.","Alert","Overview, Trigger Properties","Title, Message, Preferred Style, Build on Load","","22","45","0.79123 s","327kb","68","335","","447","","","https://docs.createwithplay.com/en/articles/alert-trigger","7","15kb","3","126","0","0"
"Context Menu - Createwithplay","https://docs.createwithplay.com/en/articles/context-menu-trigger","A trigger that opens a native menu on long press.","Context Menu","Overview, Trigger Properties","Title, Subtitle, Element Size, Display, Destructive, Single Selection, Preview, Build on Load","","29","49","0.79370 s","344kb","74","615","","476","","","https://docs.createwithplay.com/en/articles/context-menu-trigger","7","15kb","3","132","0","0"
"Timer - Createwithplay","https://docs.createwithplay.com/en/articles/timer-trigger","A continuous trigger that fires every X seconds.","Timer","Overview, Trigger Properties, Resources, Timer Template, Timer Project","Interval, Auto Start, Repeat, Fires Immediately","","22","48","0.60234 s","334kb","70","344","","409","","","https://docs.createwithplay.com/en/articles/timer-trigger","7","15kb","3","128","0","0"
